kind,label,morph,gamma_min,gamma_max,tau_h,config,seed,J,terminal_phi_sen,terminal_rho_bar,terminal_varphi_bar_deg,n_violations,rmse_phi_sen,rmse_rho_bar,rmse_varphi_bar_deg,solver_success_rate
joint,lhs000,2.9683746314489996,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,45,13.21481557,0.2678395319,2.116388941,33.14968826,0,0.001191761201,0.0009550352344,0.06670276221,1.0
joint,lhs000,2.9683746314489996,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,46,13.18540314,0.2684700188,2.118711471,33.00847068,0,0.0009163009254,0.00195167496,0.1270250314,1.0
joint,lhs000,2.9683746314489996,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,46,13.21481553,0.2678395325,2.116388929,33.14968903,0,0.001191761188,0.0009550352435,0.06670276255,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,42,13.82160535,0.2681521837,2.104528206,33.89293827,0,0.001171649841,0.01476671566,0.9160776155,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,42,13.86396656,0.267113394,2.101359251,34.08450554,0,0.001648607069,0.01587389775,0.9824724678,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,43,13.8216051,0.2681521903,2.104528208,33.89293818,0,0.001171645616,0.01476671063,0.9160773291,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,43,13.86396636,0.267113399,2.101359282,34.08450362,0,0.001648607029,0.01587389856,0.9824725181,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,44,13.82160528,0.268152185,2.104528214,33.89293779,0,0.001171652505,0.01476672285,0.916078048,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,44,13.86396625,0.2671134019,2.101359283,34.08450355,0,0.001648606992,0.015873899,0.9824725459,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,45,13.82160518,0.2681521878,2.104528215,33.89293773,0,0.001171644082,0.01476670272,0.9160768431,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,45,13.86396678,0.2671133885,2.101359247,34.08450575,0,0.001648607142,0.01587389681,0.9824724085,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,46,13.82160523,0.2681521863,2.104528201,33.89293857,0,0.001171645073,0.01476670553,0.9160770131,1.0
joint,lhs001,3.693114470533014,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,46,13.86396674,0.2671133891,2.101359237,34.08450635,0,0.001648607124,0.01587389703,0.9824724222,1.0
joint,lhs002,2.84215664635458,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,42,13.14040081,0.2706000142,2.115883095,33.19855662,0,0.0009578533111,0.003277694829,0.1999828254,1.0
joint,lhs002,2.84215664635458,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,42,13.10593827,0.2712496471,2.118488695,33.03976685,0,0.001247660046,0.004036572611,0.2452604964,1.0
joint,lhs002,2.84215664635458,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,43,13.14039771,0.2706000645,2.115883291,33.19854471,0,0.0009578704636,0.003277741467,0.1999856152,1.0
joint,lhs002,2.84215664635458,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,43,13.10593802,0.2712496515,2.118488734,33.03976444,0,0.001247659978,0.004036572801,0.2452605081,1.0
joint,lhs002,2.84215664635458,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,44,13.14039757,0.2706000677,2.115883294,33.19854457,0,0.0009578704942,0.00327774204,0.1999856509,1.0
