n_prediction,n_control,seed,hour,tau_Pa,phi_sen,rho_bar,varphi_bar_deg
3,2,44,6,1.108297725,0.2861071905,2.042069182,32.23592288
3,2,45,0,,0.2011173184,1.920111732,45
3,2,45,1,0.5,0.2071156611,1.920711566,45
3,2,45,2,1,0.2187517809,1.946844308,42.19097289
3,2,45,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,45,4,1.964299897,0.2582099506,2.007744909,35.78355964
3,2,45,5,1.578525272,0.275272717,2.029854109,33.48823075
3,2,45,6,1.108297368,0.286107183,2.042069173,32.2359238
3,2,46,0,,0.2011173184,1.920111732,45
3,2,46,1,0.5,0.2071156611,1.920711566,45
3,2,46,2,1,0.2187517809,1.946844308,42.19097289
3,2,46,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,46,4,1.964300028,0.2582099517,2.00774491,35.7835596
3,2,46,5,1.578525426,0.2752727196,2.029854111,33.4882306
3,2,46,6,1.108297829,0.2861071916,2.042069184,32.23592267
3,2,47,0,,0.2011173184,1.920111732,45
3,2,47,1,0.5,0.2071156611,1.920711566,45
3,2,47,2,1,0.2187517809,1.946844308,42.19097289
3,2,47,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,47,4,1.964299946,0.258209951,2.00774491,35.78355963
3,2,47,5,1.578525252,0.2752727171,2.029854109,33.48823076
3,2,47,6,1.108297336,0.2861071828,2.042069173,32.23592387
3,2,48,0,,0.2011173184,1.920111732,45
3,2,48,1,0.5,0.2071156611,1.920711566,45
3,2,48,2,1,0.2187517809,1.946844308,42.19097289
3,2,48,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,48,4,1.96429981,0.2582099499,2.007744909,35.78355967
3,2,48,5,1.578525495,0.2752727186,2.029854111,33.4882306
3,2,48,6,1.108297817,0.2861071904,2.042069184,32.2359227
3,2,49,0,,0.2011173184,1.920111732,45
3,2,49,1,0.5,0.2071156611,1.920711566,45
3,2,49,2,1,0.2187517809,1.946844308,42.19097289
3,2,49,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,49,4,1.964299831,0.2582099501,2.007744909,35.78355967
3,2,49,5,1.57852522,0.2752727159,2.029854109,33.48823081
3,2,49,6,1.108297472,0.2861071833,2.042069175,32.23592362
3,2,50,0,,0.2011173184,1.920111732,45
3,2,50,1,0.5,0.2071156611,1.920711566,45
3,2,50,2,1,0.2187517809,1.946844308,42.19097289
3,2,50,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,50,4,1.964299928,0.2582099509,2.007744909,35.78355963
3,2,50,5,1.578525318,0.2752727177,2.02985411,33.48823071
3,2,50,6,1.108297403,0.2861071842,2.042069175,32.23592369
3,2,51,0,,0.2011173184,1.920111732,45
3,2,51,1,0.5,0.2071156611,1.920711566,45
3,2,51,2,1,0.2187517809,1.946844308,42.19097289
3,2,51,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,51,4,1.964300076,0.2582099521,2.00774491,35.78355958
3,2,51,5,1.578525367,0.2752727194,2.029854111,33.48823063
3,2,51,6,1.108297322,0.2861071848,2.042069174,32.23592381
3,2,52,0,,0.2011173184,1.920111732,45
3,2,52,1,0.5,0.2071156611,1.920711566,45
3,2,52,2,1,0.2187517809,1.946844308,42.19097289
3,2,52,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,52,4,1.964300056,0.258209952,2.00774491,35.78355959
3,2,52,5,1.578525268,0.2752727182,2.02985411,33.48823072
3,2,52,6,1.108297352,0.286107184,2.042069173,32.23592381
3,2,53,0,,0.2011173184,1.920111732,45
3,2,53,1,0.5,0.2071156611,1.920711566,45
3,2,53,2,1,0.2187517809,1.946844308,42.19097289
3,2,53,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,53,4,1.9642998,0.2582099498,2.007744909,35.78355968
3,2,53,5,1.57852523,0.2752727157,2.029854109,33.48823081
3,2,53,6,1.108297366,0.2861071818,2.042069173,32.23592385
3,2,54,0,,0.2011173184,1.920111732,45
3,2,54,1,0.5,0.2071156611,1.920711566,45
3,2,54,2,1,0.2187517809,1.946844308,42.19097289
3,2,54,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,54,4,1.964299872,0.2582099504,2.007744909,35.78355965
3,2,54,5,1.578525218,0.2752727162,2.029854109,33.4882308
3,2,54,6,1.108297844,0.2861071884,2.042069183,32.2359228
3,2,55,0,,0.2011173184,1.920111732,45
3,2,55,1,0.5,0.2071156611,1.920711566,45
3,2,55,2,1,0.2187517809,1.946844308,42.19097289
3,2,55,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,55,4,1.964300113,0.2582099524,2.00774491,35.78355957
3,2,55,5,1.578525359,0.2752727196,2.029854111,33.48823063
3,2,55,6,1.108297728,0.2861071902,2.042069182,32.23592292
3,2,56,0,,0.2011173184,1.920111732,45
3,2,56,1,0.5,0.2071156611,1.920711566,45
3,2,56,2,1,0.2187517809,1.946844308,42.19097289
3,2,56,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,56,4,1.964299964,0.2582099512,2.00774491,35.78355962
3,2,56,5,1.578525315,0.2752727179,2.02985411,33.4882307
3,2,56,6,1.108297843,0.2861071901,2.042069184,32.23592273
3,2,57,0,,0.2011173184,1.920111732,45
3,2,57,1,0.5,0.2071156611,1.920711566,45
3,2,57,2,1,0.2187517809,1.946844308,42.19097289
3,2,57,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,57,4,1.964300028,0.2582099517,2.00774491,35.7835596
3,2,57,5,1.578525361,0.2752727189,2.029854111,33.48823065
3,2,57,6,1.10829735,0.2861071847,2.042069174,32.23592376
3,2,58,0,,0.2011173184,1.920111732,45
3,2,58,1,0.5,0.2071156611,1.920711566,45
3,2,58,2,1,0.2187517809,1.946844308,42.19097289
3,2,58,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,58,4,1.96430002,0.2582099517,2.00774491,35.7835596
3,2,58,5,1.578525464,0.27527272,2.029854111,33.48823057
3,2,58,6,1.108297303,0.2861071851,2.042069174,32.23592379
3,2,59,0,,0.2011173184,1.920111732,45
3,2,59,1,0.5,0.2071156611,1.920711566,45
3,2,59,2,1,0.2187517809,1.946844308,42.19097289
3,2,59,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,59,4,1.964299739,0.2582099493,2.007744909,35.7835597
3,2,59,5,1.578525404,0.2752727171,2.02985411,33.48823069
3,2,59,6,1.108297351,0.286107183,2.042069174,32.23592378
3,2,60,0,,0.2011173184,1.920111732,45
3,2,60,1,0.5,0.2071156611,1.920711566,45
3,2,60,2,1,0.2187517809,1.946844308,42.19097289
3,2,60,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,60,4,1.964300087,0.2582099522,2.00774491,35.78355958
3,2,60,5,1.578525417,0.27527272,2.029854111,33.48823059
3,2,60,6,1.108297358,0.2861071859,2.042069175,32.23592369
3,2,61,0,,0.2011173184,1.920111732,45
3,2,61,1,0.5,0.2071156611,1.920711566,45
3,2,61,2,1,0.2187517809,1.946844308,42.19097289
3,2,61,3,1.5,0.2365604882,1.978347991,38.84715653
3,2,61,4,1.964300064,0.258209952,2.00774491,35.78355959
3,2,61,5,1.578525293,0.2752727185,2.02985411,33.4882307
3,2,61,6,1.108297424,0.2861071853,2.042069175,32.23592363
3,3,42,0,,0.2011173184,1.920111732,45
3,3,42,1,0.5,0.2071156611,1.920711566,45
3,3,42,2,1,0.2187517809,1.946844308,42.19097289
3,3,42,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,42,4,1.964299369,0.2582099463,2.007744907,35.78355983
3,3,42,5,1.620205395,0.2757090349,2.030174912,33.45704899
3,3,42,6,1.120205395,0.286681973,2.042578219,32.18512258
3,3,43,0,,0.2011173184,1.920111732,45
3,3,43,1,0.5,0.2071156611,1.920711566,45
3,3,43,2,1,0.2187517809,1.946844308,42.19097289
3,3,43,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,43,4,1.964298599,0.2582099399,2.007744904,35.7835601
3,3,43,5,1.620205488,0.2757090298,2.030174911,33.45704912
3,3,43,6,1.120205488,0.2866819692,2.042578219,32.18512247
3,3,44,0,,0.2011173184,1.920111732,45
3,3,44,1,0.5,0.2071156611,1.920711566,45
3,3,44,2,1,0.2187517809,1.946844308,42.19097289
3,3,44,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,44,4,1.964299513,0.2582099475,2.007744908,35.78355978
3,3,44,5,1.620205185,0.2757090339,2.030174911,33.4570491
3,3,44,6,1.120205185,0.2866819693,2.042578214,32.18512311
3,3,45,0,,0.2011173184,1.920111732,45
3,3,45,1,0.5,0.2071156611,1.920711566,45
3,3,45,2,1,0.2187517809,1.946844308,42.19097289
3,3,45,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,45,4,1.964298538,0.2582099394,2.007744904,35.78356012
3,3,45,5,1.620205292,0.2757090273,2.030174909,33.45704928
3,3,45,6,1.120205292,0.2866819643,2.042578214,32.18512301
3,3,46,0,,0.2011173184,1.920111732,45
3,3,46,1,0.5,0.2071156611,1.920711566,45
3,3,46,2,1,0.2187517809,1.946844308,42.19097289
3,3,46,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,46,4,1.964299372,0.2582099463,2.007744907,35.78355983
3,3,46,5,1.620205344,0.2757090344,2.030174912,33.45704903
3,3,46,6,1.120205344,0.2866819718,2.042578218,32.18512271
3,3,47,0,,0.2011173184,1.920111732,45
3,3,47,1,0.5,0.2071156611,1.920711566,45
3,3,47,2,1,0.2187517809,1.946844308,42.19097289
3,3,47,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,47,4,1.964299253,0.2582099453,2.007744907,35.78355987
3,3,47,5,1.620205464,0.2757090347,2.030174913,33.45704897
3,3,47,6,1.120205464,0.2866819737,2.04257822,32.18512241
3,3,48,0,,0.2011173184,1.920111732,45
3,3,48,1,0.5,0.2071156611,1.920711566,45
3,3,48,2,1,0.2187517809,1.946844308,42.19097289
3,3,48,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,48,4,1.964299644,0.2582099485,2.007744908,35.78355973
3,3,48,5,1.620205373,0.2757090369,2.030174913,33.45704893
3,3,48,6,1.120205373,0.2866819746,2.042578219,32.18512258
3,3,49,0,,0.2011173184,1.920111732,45
3,3,49,1,0.5,0.2071156611,1.920711566,45
3,3,49,2,1,0.2187517809,1.946844308,42.19097289
3,3,49,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,49,4,1.964299492,0.2582099473,2.007744908,35.78355978
3,3,49,5,1.620205302,0.275709035,2.030174912,33.45704902
3,3,49,6,1.120205302,0.2866819718,2.042578217,32.1851228
3,3,50,0,,0.2011173184,1.920111732,45
3,3,50,1,0.5,0.2071156611,1.920711566,45
3,3,50,2,1,0.2187517809,1.946844308,42.19097289
3,3,50,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,50,4,1.964299539,0.2582099477,2.007744908,35.78355977
3,3,50,5,1.620205402,0.2757090364,2.030174913,33.45704894
3,3,50,6,1.120205402,0.2866819745,2.042578219,32.18512253
3,3,51,0,,0.2011173184,1.920111732,45
3,3,51,1,0.5,0.2071156611,1.920711566,45
3,3,51,2,1,0.2187517809,1.946844308,42.19097289
3,3,51,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,51,4,1.964299314,0.2582099458,2.007744907,35.78355985
3,3,51,5,1.620205258,0.2757090331,2.030174911,33.4570491
3,3,51,6,1.120205258,0.2866819694,2.042578215,32.18512296
3,3,52,0,,0.2011173184,1.920111732,45
3,3,52,1,0.5,0.2071156611,1.920711566,45
3,3,52,2,1,0.2187517809,1.946844308,42.19097289
3,3,52,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,52,4,1.964299355,0.2582099461,2.007744907,35.78355983
3,3,52,5,1.620205398,0.2757090349,2.030174912,33.45704899
3,3,52,6,1.120205398,0.2866819729,2.042578219,32.18512257
3,3,53,0,,0.2011173184,1.920111732,45
3,3,53,1,0.5,0.2071156611,1.920711566,45
3,3,53,2,1,0.2187517809,1.946844308,42.19097289
3,3,53,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,53,4,1.964299444,0.2582099469,2.007744908,35.7835598
3,3,53,5,1.620205286,0.2757090344,2.030174912,33.45704905
3,3,53,6,1.120205286,0.2866819711,2.042578216,32.18512286
3,3,54,0,,0.2011173184,1.920111732,45
3,3,54,1,0.5,0.2071156611,1.920711566,45
3,3,54,2,1,0.2187517809,1.946844308,42.19097289
3,3,54,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,54,4,1.964299553,0.2582099478,2.007744908,35.78355976
3,3,54,5,1.620205277,0.2757090352,2.030174912,33.45704903
3,3,54,6,1.120205277,0.2866819717,2.042578216,32.18512286
3,3,55,0,,0.2011173184,1.920111732,45
3,3,55,1,0.5,0.2071156611,1.920711566,45
3,3,55,2,1,0.2187517809,1.946844308,42.19097289
3,3,55,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,55,4,1.964299515,0.2582099475,2.007744908,35.78355978
3,3,55,5,1.620205197,0.2757090341,2.030174911,33.45704909
3,3,55,6,1.120205197,0.2866819696,2.042578214,32.18512308
3,3,56,0,,0.2011173184,1.920111732,45
3,3,56,1,0.5,0.2071156611,1.920711566,45
3,3,56,2,1,0.2187517809,1.946844308,42.19097289
3,3,56,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,56,4,1.964299569,0.2582099479,2.007744908,35.78355976
3,3,56,5,1.620205557,0.2757090382,2.030174914,33.45704882
3,3,56,6,1.120205557,0.2866819782,2.042578224,32.1851221
3,3,57,0,,0.2011173184,1.920111732,45
3,3,57,1,0.5,0.2071156611,1.920711566,45
3,3,57,2,1,0.2187517809,1.946844308,42.19097289
3,3,57,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,57,4,1.964299642,0.2582099485,2.007744908,35.78355973
3,3,57,5,1.620205273,0.2757090359,2.030174912,33.45704901
3,3,57,6,1.120205273,0.2866819723,2.042578216,32.18512285
3,3,58,0,,0.2011173184,1.920111732,45
3,3,58,1,0.5,0.2071156611,1.920711566,45
3,3,58,2,1,0.2187517809,1.946844308,42.19097289
3,3,58,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,58,4,1.964299403,0.2582099465,2.007744907,35.78355982
3,3,58,5,1.62020531,0.2757090343,2.030174912,33.45704904
3,3,58,6,1.12020531,0.2866819713,2.042578217,32.1851228
3,3,59,0,,0.2011173184,1.920111732,45
3,3,59,1,0.5,0.2071156611,1.920711566,45
3,3,59,2,1,0.2187517809,1.946844308,42.19097289
3,3,59,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,59,4,1.964299452,0.2582099469,2.007744908,35.7835598
3,3,59,5,1.620205202,0.2757090336,2.030174911,33.45704911
3,3,59,6,1.120205202,0.2866819692,2.042578214,32.18512308
3,3,60,0,,0.2011173184,1.920111732,45
3,3,60,1,0.5,0.2071156611,1.920711566,45
3,3,60,2,1,0.2187517809,1.946844308,42.19097289
3,3,60,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,60,4,1.964299557,0.2582099478,2.007744908,35.78355976
3,3,60,5,1.620205413,0.2757090366,2.030174913,33.45704893
3,3,60,6,1.120205413,0.2866819748,2.04257822,32.18512249
3,3,61,0,,0.2011173184,1.920111732,45
3,3,61,1,0.5,0.2071156611,1.920711566,45
3,3,61,2,1,0.2187517809,1.946844308,42.19097289
3,3,61,3,1.5,0.2365604882,1.978347991,38.84715653
3,3,61,4,1.964299181,0.2582099447,2.007744907,35.78355989
3,3,61,5,1.620205199,0.2757090314,2.03017491,33.45704918
3,3,61,6,1.120205199,0.2866819671,2.042578213,32.18512314
4,1,42,0,,0.2011173184,1.920111732,45
4,1,42,1,0,0.2070057453,1.920700575,45
4,1,42,2,0,0.2127364463,1.921273645,45
4,1,42,3,0,0.2183152447,1.921831524,45
4,1,42,4,0,0.2237476823,1.922374768,45
4,1,42,5,0,0.2290390363,1.922903904,45
4,1,42,6,0,0.2341943346,1.923419433,45
4,1,43,0,,0.2011173184,1.920111732,45
4,1,43,1,0,0.2070057453,1.920700575,45
4,1,43,2,0,0.2127364463,1.921273645,45
4,1,43,3,0,0.2183152447,1.921831524,45
4,1,43,4,0,0.2237476823,1.922374768,45
4,1,43,5,0,0.2290390363,1.922903904,45
4,1,43,6,0,0.2341943346,1.923419433,45
4,1,44,0,,0.2011173184,1.920111732,45
4,1,44,1,0,0.2070057453,1.920700575,45
4,1,44,2,0,0.2127364463,1.921273645,45
4,1,44,3,0,0.2183152447,1.921831524,45
4,1,44,4,0,0.2237476823,1.922374768,45
4,1,44,5,0,0.2290390363,1.922903904,45
4,1,44,6,0,0.2341943346,1.923419433,45
4,1,45,0,,0.2011173184,1.920111732,45
4,1,45,1,0,0.2070057453,1.920700575,45
4,1,45,2,0,0.2127364463,1.921273645,45
4,1,45,3,0,0.2183152447,1.921831524,45
4,1,45,4,0,0.2237476823,1.922374768,45
4,1,45,5,0,0.2290390363,1.922903904,45
4,1,45,6,0,0.2341943346,1.923419433,45
4,1,46,0,,0.2011173184,1.920111732,45
4,1,46,1,0,0.2070057453,1.920700575,45
4,1,46,2,0,0.2127364463,1.921273645,45
4,1,46,3,0,0.2183152447,1.921831524,45
4,1,46,4,0,0.2237476823,1.922374768,45
4,1,46,5,0,0.2290390363,1.922903904,45
4,1,46,6,0,0.2341943346,1.923419433,45
4,1,47,0,,0.2011173184,1.920111732,45
4,1,47,1,0,0.2070057453,1.920700575,45
4,1,47,2,0,0.2127364463,1.921273645,45
4,1,47,3,0,0.2183152447,1.921831524,45
4,1,47,4,0,0.2237476823,1.922374768,45
4,1,47,5,0,0.2290390363,1.922903904,45
4,1,47,6,0,0.2341943346,1.923419433,45
4,1,48,0,,0.2011173184,1.920111732,45
4,1,48,1,0,0.2070057453,1.920700575,45
4,1,48,2,0,0.2127364463,1.921273645,45
4,1,48,3,0,0.2183152447,1.921831524,45
4,1,48,4,0,0.2237476823,1.922374768,45
4,1,48,5,0,0.2290390363,1.922903904,45
4,1,48,6,0,0.2341943346,1.923419433,45
4,1,49,0,,0.2011173184,1.920111732,45
4,1,49,1,0,0.2070057453,1.920700575,45
4,1,49,2,0,0.2127364463,1.921273645,45
4,1,49,3,0,0.2183152447,1.921831524,45
4,1,49,4,0,0.2237476823,1.922374768,45
4,1,49,5,0,0.2290390363,1.922903904,45
4,1,49,6,0,0.2341943346,1.923419433,45
4,1,50,0,,0.2011173184,1.920111732,45
4,1,50,1,0,0.2070057453,1.920700575,45
4,1,50,2,0,0.2127364463,1.921273645,45
4,1,50,3,0,0.2183152447,1.921831524,45
4,1,50,4,0,0.2237476823,1.922374768,45
4,1,50,5,0,0.2290390363,1.922903904,45
4,1,50,6,0,0.2341943346,1.923419433,45
4,1,51,0,,0.2011173184,1.920111732,45
4,1,51,1,0,0.2070057453,1.920700575,45
4,1,51,2,0,0.2127364463,1.921273645,45
4,1,51,3,0,0.2183152447,1.921831524,45
4,1,51,4,0,0.2237476823,1.922374768,45
4,1,51,5,0,0.2290390363,1.922903904,45
4,1,51,6,0,0.2341943346,1.923419433,45
4,1,52,0,,0.2011173184,1.920111732,45
4,1,52,1,0,0.2070057453,1.920700575,45
4,1,52,2,0,0.2127364463,1.921273645,45
4,1,52,3,0,0.2183152447,1.921831524,45
4,1,52,4,0,0.2237476823,1.922374768,45
4,1,52,5,0,0.2290390363,1.922903904,45
4,1,52,6,0,0.2341943346,1.923419433,45
4,1,53,0,,0.2011173184,1.920111732,45
4,1,53,1,0,0.2070057453,1.920700575,45
4,1,53,2,0,0.2127364463,1.921273645,45
4,1,53,3,0,0.2183152447,1.921831524,45
4,1,53,4,0,0.2237476823,1.922374768,45
