n_prediction,n_control,seed,J,terminal_phi_sen,terminal_rho_bar,terminal_varphi_bar_deg,mean_solve_time_s,solver_success_rate,n_constraint_violations,violation_hours
12,3,45,13.4284379,0.2062739787,2.085165586,26.48945387,0.419068,1,0,
12,3,46,13.43826208,0.2065758285,2.08501925,26.50931245,0.390045,1,0,
12,3,47,13.42815253,0.2062651115,2.085169774,26.4888829,0.422229,1,0,
12,3,48,13.43450863,0.2064605394,2.08507509,26.50173349,0.405585,1,0,
12,3,49,13.43738787,0.2065492276,2.08503248,26.50752479,0.39581,1,0,
12,3,50,13.43969817,0.2066200217,2.084997931,26.51220798,0.386582,1,0,
12,3,51,13.4375354,0.2065536717,2.085030211,26.50783008,0.385508,1,0,
12,3,52,13.43623782,0.2065138563,2.085049582,26.50520286,0.39615,1,0,
12,3,53,13.43478987,0.2064693556,2.085071043,26.50228791,0.410553,1,0,
12,3,54,13.43652875,0.2065227198,2.085045187,26.50579701,0.424597,1,0,
12,3,55,13.43321148,0.2064202513,2.08509426,26.49912353,0.432005,1,0,
12,3,56,13.42800788,0.2062606587,2.085171932,26.48859008,0.421255,1,0,
12,3,57,13.43263747,0.2064025355,2.085102748,26.49796936,0.416612,1,0,
12,3,58,13.43638798,0.2065183174,2.085047222,26.50551859,0.393051,1,0,
12,3,59,13.43479134,0.206469364,2.085070993,26.50229362,0.400209,1,0,
12,3,60,13.43321001,0.2064202421,2.08509431,26.49911782,0.413821,1,0,
12,3,61,13.43321257,0.2064202586,2.085094223,26.49912782,0.413677,1,0,
