n_prediction,n_control,seed,hour,tau_Pa,phi_sen,rho_bar,varphi_bar_deg
4,1,47,5,1.995426636,0.2079809469,2.068250836,28.41156658
4,1,47,6,1.976871253,0.2093590921,2.08741716,26.2708593
4,1,48,0,,0.2011173184,1.920111732,45
4,1,48,1,1.852469863,0.2020066764,1.957849701,40.76448369
4,1,48,2,2,0.2035799647,1.991446139,37.00258398
4,1,48,3,2,0.2051462578,2.020682561,33.73110728
4,1,48,4,2,0.2067057537,2.046118079,30.88715581
4,1,48,5,1.992099555,0.2082174494,2.068211907,28.4186068
4,1,48,6,1.973104417,0.2096266052,2.087355649,26.28078882
4,1,49,0,,0.2011173184,1.920111732,45
4,1,49,1,1.851728003,0.2020247583,1.95784665,40.76503037
4,1,49,2,2,0.2036230177,1.991443108,37.00340925
4,1,49,3,2,0.205213831,2.020677758,33.73240788
4,1,49,4,2,0.2067974066,2.046110096,30.88908502
4,1,49,5,1.990608135,0.2083247383,2.068194301,28.42179447
4,1,49,6,1.971418048,0.2097479209,2.087327856,26.28528036
4,1,50,0,,0.2011173184,1.920111732,45
4,1,50,1,1.851134231,0.2020392114,1.957844203,40.76546828
4,1,50,2,2,0.2036574928,1.99144068,37.00407033
4,1,50,3,2,0.2052680005,2.020673908,33.73345038
4,1,50,4,2,0.2068709502,2.046103693,30.89063271
4,1,50,5,1.989408497,0.2084108433,2.068180151,28.42435497
4,1,50,6,1.970060609,0.2098453169,2.087305496,26.28889148
4,1,51,0,,0.2011173184,1.920111732,45
4,1,51,1,1.851690154,0.2020256627,1.957846494,40.76505818
4,1,51,2,2,0.2036251865,1.991442953,37.00345109
4,1,51,3,2,0.2052172533,2.020677513,33.73247389
4,1,51,4,2,0.2068020717,2.046109689,30.88918326
4,1,51,5,1.990529244,0.2083302101,2.068193391,28.42195839
4,1,51,6,1.971328234,0.209754123,2.087326409,26.28551284
4,1,52,0,,0.2011173184,1.920111732,45
4,1,52,1,1.852024277,0.2020175285,1.957847869,40.76481192
4,1,52,2,2,0.203605803,1.991444319,37.00307939
4,1,52,3,2,0.2051868146,2.020679677,33.73188798
4,1,52,4,2,0.2067607672,2.046113287,30.88831387
4,1,52,5,1.991202596,0.2082818539,2.068201333,28.42052092
4,1,52,6,1.972089856,0.2096994347,2.087338953,26.28348646
4,1,53,0,,0.2011173184,1.920111732,45
4,1,53,1,1.852397297,0.2020084849,1.957849405,40.76453735
4,1,53,2,2,0.2035842413,1.991445843,37.00266533
4,1,53,3,2,0.2051529362,2.02068209,33.73123545
4,1,53,4,2,0.2067147691,2.046117296,30.88734539
4,1,53,5,1.991958672,0.2082279842,2.068210202,28.41891707
4,1,53,6,1.972946053,0.2096384901,2.087352975,26.28122331
4,1,54,0,,0.2011173184,1.920111732,45
4,1,54,1,1.851949384,0.2020193368,1.95784756,40.76486703
4,1,54,2,2,0.2036101218,1.991444013,37.00316243
4,1,54,3,2,0.2051936084,2.020679193,33.73201889
4,1,54,4,2,0.2067700016,2.046112482,30.8885083
4,1,54,5,1.991049691,0.2082926725,2.068199547,28.42084356
4,1,54,6,1.971916499,0.2097116804,2.087336125,26.28394233
4,1,55,0,,0.2011173184,1.920111732,45
4,1,55,1,1.85280605,0.2019985316,1.957851085,40.76423643
4,1,55,2,2,0.2035605572,1.991447512,37.0022112
4,1,55,3,2,0.2051157712,2.020684733,33.73051996
4,1,55,4,2,0.2066643678,2.046121687,30.88628431
4,1,55,5,1.992781458,0.2081689777,2.068219891,28.41716331
4,1,55,6,1.973876623,0.2095717669,2.087368271,26.27875192
4,1,56,0,,0.2011173184,1.920111732,45
4,1,56,1,1.854151798,0.201965913,1.95785661,40.7632479
4,1,56,2,2,0.2034829722,1.991452998,37.00072113
4,1,56,3,2,0.2049940168,2.020693412,33.72817386
4,1,56,4,2,0.2064992228,2.046136093,30.88280579
4,1,56,5,1.995502924,0.2079755676,2.068251723,28.41140629
4,1,56,6,1.976957567,0.2093530063,2.087418562,26.27063312
4,1,57,0,,0.2011173184,1.920111732,45
4,1,57,1,1.852954245,0.2019949107,1.957851693,40.76412732
4,1,57,2,2,0.2035519532,1.991448116,37.00204642
4,1,57,3,2,0.2051022826,2.020685692,33.73026038
4,1,57,4,2,0.2066460905,2.04612328,30.88589957
4,1,57,5,1.993078361,0.208147585,2.068223396,28.41652829
4,1,57,6,1.974212008,0.2095475846,2.087373799,26.27785793
4,1,58,0,,0.2011173184,1.920111732,45
4,1,58,1,1.851985554,0.2020184328,1.957847708,40.76484025
4,1,58,2,2,0.2036079826,1.99144416,37.00312179
4,1,58,3,2,0.2051902662,2.020679428,33.7319548
4,1,58,4,2,0.2067654881,2.046112874,30.88841344
4,1,58,5,1.991120248,0.2082873985,2.0682004,28.42068821
4,1,58,6,1.971995861,0.2097057302,2.087337465,26.28372468
4,1,59,0,,0.2011173184,1.920111732,45
4,1,59,1,1.852396765,0.2020084844,1.957849403,40.76453767
4,1,59,2,2,0.203584247,1.991445841,37.00266567
4,1,59,3,2,0.2051529525,2.020682087,33.73123593
4,1,59,4,2,0.2067148004,2.046117292,30.88734616
4,1,59,5,1.991956794,0.2082280249,2.068210189,28.41891897
4,1,59,6,1.972943688,0.2096385416,2.087352951,26.28122656
4,1,60,0,,0.2011173184,1.920111732,45
4,1,60,1,1.852806248,0.2019985308,1.957851086,40.76423631
4,1,60,2,2,0.2035605502,1.991447513,37.00221103
4,1,60,3,2,0.2051157536,2.020684734,33.73051962
4,1,60,4,2,0.2066643351,2.04612169,30.88628365
4,1,60,5,1.992783349,0.2081689355,2.068219902,28.4171615
4,1,60,6,1.973878923,0.2095717131,2.087368294,26.27874875
4,1,61,0,,0.2011173184,1.920111732,45
4,1,61,1,1.852805757,0.2019985317,1.957851083,40.76423661
4,1,61,2,2,0.2035605618,1.99144751,37.0022114
4,1,61,3,2,0.2051157839,2.020684732,33.73052027
4,1,61,4,2,0.2066643918,2.046121685,30.88628486
4,1,61,5,1.992780078,0.208169009,2.068219881,28.4171647
4,1,61,6,1.973874922,0.2095718067,2.087368254,26.2787543
4,2,42,0,,0.2011173184,1.920111732,45
4,2,42,1,1.683770945,0.2014548765,1.956737031,40.88345143
4,2,42,2,1.976423106,0.2029052023,1.990397165,37.11300243
4,2,42,3,2,0.204471727,2.019791851,33.82372365
4,2,42,4,2,0.2060314337,2.045365381,30.96424824
4,2,42,5,1.993812017,0.2075522562,2.067585665,28.48157553
4,2,42,6,1.975745886,0.208974922,2.086842674,26.33116709
4,2,43,0,,0.2011173184,1.920111732,45
4,2,43,1,1.684132392,0.2014328382,1.956738571,40.88303022
4,2,43,2,1.977521505,0.2028571121,1.990403586,37.11173906
4,2,43,3,2,0.2043915654,2.019799949,33.82191081
4,2,43,4,2,0.2059197573,2.045377084,30.96167531
4,2,43,5,1.995571344,0.2074189308,2.067608772,28.47747613
4,2,43,6,1.977901407,0.20882277,2.086878605,26.3254131
4,2,44,0,,0.2011173184,1.920111732,45
4,2,44,1,1.683896188,0.2014472487,1.956737565,40.8833055
4,2,44,2,1.976803255,0.2028885602,1.99039939,37.11256495
4,2,44,3,2,0.2044439738,2.019794656,33.82309589
4,2,44,4,2,0.2059927579,2.045369435,30.96335714
4,2,44,5,1.994420939,0.207506082,2.067593669,28.48015565
4,2,44,6,1.976491951,0.2089222241,2.086855121,26.32917388
4,2,45,0,,0.2011173184,1.920111732,45
4,2,45,1,1.684243988,0.2014260528,1.956739047,40.88290031
4,2,45,2,1.977861333,0.2028422922,1.99040557,37.11134919
4,2,45,3,2,0.204366855,2.019802449,33.82135157
4,2,45,4,2,0.2058853179,2.045380696,30.96088156
4,2,45,5,1.996119258,0.2073777984,2.067615918,28.47620941
4,2,45,6,1.978573136,0.2087758105,2.086889729,26.32363338
4,2,46,0,,0.2011173184,1.920111732,45
4,2,46,1,1.683299119,0.2014836817,1.956735019,40.88400176
4,2,46,2,1.974991293,0.2029679984,1.990388776,37.11465271
4,2,46,3,2,0.2045765017,2.019781271,33.82609268
4,2,46,4,2,0.2061774753,2.045350085,30.96761205
4,2,46,5,1.991522756,0.2077265597,2.067555472,28.4869332
4,2,46,6,1.972945853,0.2091738287,2.086795736,26.33868529
4,2,47,0,,0.2011173184,1.920111732,45
4,2,47,1,1.68427175,0.2014243596,1.956739165,40.88286797
4,2,47,2,1.977944858,0.2028385992,1.990406059,37.11125264
4,2,47,3,2,0.2043607218,2.019803067,33.82121308
4,2,47,4,2,0.2058767991,2.045381588,30.96068534
4,2,47,5,1.996250738,0.2073676368,2.067617668,28.47589831
4,2,47,6,1.978734411,0.2087642298,2.08689244,26.32319804
4,2,48,0,,0.2011173184,1.920111732,45
4,2,48,1,1.683659919,0.2014616555,1.956736558,40.8835809
4,2,48,2,1.976085981,0.2029199863,1.990395192,37.11339074
4,2,48,3,2,0.204496381,2.019789362,33.82428103
4,2,48,4,2,0.206065787,2.045361783,30.96503951
4,2,48,5,1.993272484,0.2075932593,2.067578562,28.48283594
4,2,48,6,1.97508556,0.2090217103,2.08683163,26.33293585
4,2,49,0,,0.2011173184,1.920111732,45
4,2,49,1,1.683383104,0.2014785948,1.95673538,40.88390399
4,2,49,2,1.975246306,0.2029569015,1.990390272,37.11435954
4,2,49,3,2,0.204557934,2.019783154,33.82567196
4,2,49,4,2,0.2061515344,2.045352806,30.9670141
4,2,49,5,1.991935001,0.2076955722,2.067560866,28.48597772
4,2,49,6,1.973450636,0.2091384291,2.086804142,26.3373414
4,2,50,0,,0.2011173184,1.920111732,45
4,2,50,1,1.683160898,0.2014921469,1.956734431,40.88416319
4,2,50,2,1.974573171,0.2029864323,1.99038632,37.11513631
4,2,50,3,2,0.2046072482,2.019778172,33.82678721
4,2,50,4,2,0.2062203097,2.045345603,30.96859819
4,2,50,5,1.99085843,0.2077776515,2.067546644,28.48850109
4,2,50,6,1.972135109,0.2092321034,2.086782031,26.34088264
4,2,51,0,,0.2011173184,1.920111732,45
4,2,51,1,1.683368985,0.2014794438,1.956735319,40.88392039
4,2,51,2,1.975203214,0.202958756,1.990390019,37.11440882
4,2,51,3,2,0.204561046,2.019782837,33.82574264
4,2,51,4,2,0.2061558932,2.045352348,30.96711466
4,2,51,5,1.991864438,0.2077007859,2.067559954,28.48613907
4,2,51,6,1.973363993,0.2091443936,2.086802715,26.33756902
4,2,52,0,,0.2011173184,1.920111732,45
4,2,52,1,1.683493848,0.2014718208,1.956735851,40.88377473
4,2,52,2,1.975581684,0.2029421433,1.990392239,37.11397223
4,2,52,3,2,0.2045333265,2.019785636,33.8251159
4,2,52,4,2,0.2061172576,2.045356395,30.96622476
4,2,52,5,1.992468409,0.2076546802,2.067567936,28.48472234
4,2,52,6,1.974102246,0.2090917849,2.08681512,26.3355816
4,2,53,0,,0.2011173184,1.920111732,45
4,2,53,1,1.683632939,0.2014633462,1.956736445,40.88361259
4,2,53,2,1.976004074,0.2029236622,1.990394713,37.11348593
4,2,53,3,2,0.2045024738,2.019788755,33.82441791
4,2,53,4,2,0.2060742316,2.045360903,30.96523351
4,2,53,5,1.993145938,0.2076033137,2.067576846,28.48314207
4,2,53,6,1.974931541,0.2090331515,2.086828981,26.3333626
4,2,54,0,,0.2011173184,1.920111732,45
4,2,54,1,1.683465622,0.2014735157,1.956735729,40.88380751
4,2,54,2,1.975496586,0.2029458408,1.990391739,37.11407012
4,2,54,3,2,0.2045395092,2.019785007,33.82525621
4,2,54,4,2,0.2061258909,2.045355487,30.96642398
4,2,54,5,1.992331606,0.207664993,2.067566141,28.48504026
4,2,54,6,1.973934579,0.2091035642,2.086812325,26.33602848
4,2,55,0,,0.2011173184,1.920111732,45
4,2,55,1,1.683785379,0.2014540276,1.956737094,40.88343477
4,2,55,2,1.976466662,0.202903346,1.990397421,37.11295273
4,2,55,3,2,0.204468612,2.019792172,33.82365258
4,2,55,4,2,0.2060270702,2.045365842,30.96414728
4,2,55,5,1.993883302,0.2075470339,2.067586583,28.48141351
4,2,55,6,1.975833674,0.2089689461,2.086844109,26.33093841
4,2,56,0,,0.2011173184,1.920111732,45
4,2,56,1,1.684285839,0.201423512,1.956739226,40.88285162
4,2,56,2,1.977987129,0.2028367467,1.990406307,37.11120391
4,2,56,3,2,0.2043576356,2.019803379,33.82114321
4,2,56,4,2,0.2058725004,2.045382039,30.96058623
4,2,56,5,1.996318798,0.2073625028,2.067618558,28.47574035
4,2,56,6,1.978818028,0.2087583702,2.086893826,26.32297621
4,2,57,0,,0.2011173184,1.920111732,45
4,2,57,1,1.68384038,0.2014506392,1.956737326,40.88337048
4,2,57,2,1.976633959,0.202895959,1.990398399,37.11275966
4,2,57,3,2,0.2044563156,2.019793407,33.82337521
4,2,57,4,2,0.206009961,2.045367631,30.96375362
4,2,57,5,1.994149396,0.2075266234,2.067590105,28.48078766
4,2,57,6,1.97615902,0.2089456707,2.086849577,26.3300614
4,2,58,0,,0.2011173184,1.920111732,45
4,2,58,1,1.683479322,0.2014726708,1.956735787,40.88379149
4,2,58,2,1.975537498,0.2029440036,1.990391979,37.11402237
4,2,58,3,2,0.2045364617,2.019785312,33.82518761
4,2,58,4,2,0.2061216647,2.045355928,30.96632679
4,2,58,5,1.992394956,0.2076599609,2.067567001,28.48488691
4,2,58,6,1.974011835,0.2090978379,2.086813654,26.33581463
4,2,59,0,,0.2011173184,1.920111732,45
4,2,59,1,1.683632542,0.2014633464,1.956736442,40.88361293
4,2,59,2,1.976003605,0.2029236652,1.990394709,37.11348648
4,2,59,3,2,0.2045024868,2.019788751,33.82441855
4,2,59,4,2,0.2060742589,2.045360898,30.96523439
4,2,59,5,1.99314428,0.2076033508,2.067576833,28.48314395
4,2,59,6,1.974929493,0.2090332005,2.086828958,26.33336568
4,2,60,0,,0.2011173184,1.920111732,45
4,2,60,1,1.683785265,0.2014540262,1.956737093,40.88343485
4,2,60,2,1.976466741,0.2029033397,1.990397421,37.11295272
4,2,60,3,2,0.2044685958,2.019792172,33.82365239
4,2,60,4,2,0.2060270396,2.045365844,30.96414678
4,2,60,5,1.993885103,0.207546994,2.067586594,28.48141189
4,2,60,6,1.975835754,0.2089688943,2.086844129,26.33093553
4,2,61,0,,0.2011173184,1.920111732,45
4,2,61,1,1.683785094,0.2014540278,1.956737092,40.88343501
4,2,61,2,1.976466065,0.2029033471,1.990397417,37.11295324
4,2,61,3,2,0.2044686206,2.019792168,33.82365313
4,2,61,4,2,0.2060270896,2.045365838,30.964148
4,2,61,5,1.993882279,0.2075470619,2.067586574,28.48141489
4,2,61,6,1.975832275,0.2089689838,2.086844093,26.33094065
4,3,42,0,,0.2011173184,1.920111732,45
4,3,42,1,1.679958484,0.2014454707,1.956707561,40.88666096
4,3,42,2,1.975571707,0.2028916488,1.990368164,37.11611265
4,3,42,3,2,0.2044583809,2.01976704,33.82636482
4,3,42,4,2,0.206018291,2.04534421,30.96648217
4,3,42,5,1.99370687,0.2075387673,2.067567276,28.48349254
4,3,42,6,1.97552595,0.2089605298,2.086826295,26.33284777
4,3,43,0,,0.2011173184,1.920111732,45
4,3,43,1,1.680465764,0.2014238521,1.956710255,40.88611465
4,3,43,2,1.976698895,0.2028441425,1.990375706,37.11472968
4,3,43,3,2,0.2043787936,2.019776094,33.82445084
4,3,43,4,2,0.2059071797,2.045356726,30.96382412
4,3,43,5,1.995436709,0.2074058487,2.067590968,28.47933193
4,3,43,6,1.97767161,0.2088087335,2.08686269,26.32704563
4,3,44,0,,0.2011173184,1.920111732,45
4,3,44,1,1.680133865,0.2014379878,1.956708492,40.88647199
4,3,44,2,1.975961656,0.2028752078,1.990370774,37.11563407
4,3,44,3,2,0.2044308256,2.019770173,33.82570231
4,3,44,4,2,0.20597981,2.045348543,30.96556182
4,3,44,5,1.994305668,0.2074927333,2.067575481,28.48205164
4,3,44,6,1.976268807,0.2089079555,2.086838903,26.33083797
4,3,45,0,,0.2011173184,1.920111732,45
4,3,45,1,1.680622887,0.2014171966,1.956711091,40.88594573
4,3,45,2,1.977047932,0.2028295043,1.99037804,37.11430242
4,3,45,3,2,0.2043542622,2.019778893,33.82385998
4,3,45,4,2,0.2058729163,2.045360592,30.96300374
4,3,45,5,1.995974807,0.20736484,2.067598295,28.47804626
4,3,45,6,1.978340054,0.208761881,2.086873957,26.32525105
4,3,46,0,,0.2011173184,1.920111732,45
4,3,46,1,1.679297342,0.2014737234,1.956704048,40.88737399
4,3,46,2,1.974102822,0.2029536783,1.990358316,37.11791834
4,3,46,3,2,0.2045624014,2.019755216,33.82886521
4,3,46,4,2,0.2061635907,2.045327857,30.9699565
4,3,46,5,1.991456234,0.2077125385,2.067536326,28.48892943
4,3,46,6,1.972738914,0.2091589723,2.086778758,26.34042814
4,3,47,0,,0.2011173184,1.920111732,45
4,3,47,1,1.680661229,0.2014155338,1.956711293,40.88590432
4,3,47,2,1.977133402,0.2028258529,1.99037861,37.11419726
4,3,47,3,2,0.2043481698,2.01977958,33.8237142
4,3,47,4,2,0.2058644377,2.045361543,30.96280139
4,3,47,5,1.99610488,0.207354711,2.067600089,28.47773049
4,3,47,6,1.978500512,0.2087503286,2.086876703,26.32481207
4,3,48,0,,0.2011173184,1.920111732,45
4,3,48,1,1.679802433,0.2014521191,1.956706731,40.88682909
4,3,48,2,1.975225847,0.2029062521,1.990365844,37.11653785
4,3,48,3,2,0.2044828571,2.019764256,33.82695339
4,3,48,4,2,0.2060524695,2.045340361,30.9672997
4,3,48,5,1.993176236,0.2075796437,2.067559992,28.48477189
4,3,48,6,1.974868906,0.2090072085,2.086815109,26.33463133
4,3,49,0,,0.2011173184,1.920111732,45
4,3,49,1,1.679414913,0.2014687351,1.956704675,40.88724733
4,3,49,2,1.974364817,0.2029427202,1.990360073,37.1175974
4,3,49,3,2,0.2045439704,2.019757321,33.82842103
4,3,49,4,2,0.2061377843,2.045330767,30.96933883
4,3,49,5,1.991861372,0.2076816469,2.067541854,28.48795991
4,3,49,6,1.973241414,0.2091236567,2.08678727,26.33907324
4,3,50,0,,0.2011173184,1.920111732,45
4,3,50,1,1.679103846,0.2014820257,1.956703021,40.88758298
4,3,50,2,1.973673,0.2029718818,1.99035543,37.11844774
4,3,50,3,2,0.2045929213,2.019751751,33.82959843
4,3,50,4,2,0.2062062021,2.045323063,30.97097517
4,3,50,5,1.990803308,0.20776347,2.067527275,28.49052059
4,3,50,6,1.971931895,0.2092171063,2.086764877,26.34264375
4,3,51,0,,0.2011173184,1.920111732,45
4,3,51,1,1.679394879,0.2014695668,1.956704567,40.88726881
4,3,51,2,1.974320206,0.202944549,1.990359773,37.11765169
4,3,51,3,2,0.2045470571,2.019756964,33.82849594
4,3,51,4,2,0.2061421181,2.045330275,30.96944294
4,3,51,5,1.99179213,0.2076868428,2.067540917,28.48812377
4,3,51,6,1.973155069,0.2091296049,2.086785824,26.33930286
4,3,52,0,,0.2011173184,1.920111732,45
4,3,52,1,1.679569831,0.2014620904,1.956705497,40.88708009
4,3,52,2,1.974708503,0.2029281399,1.990362379,37.11717396
4,3,52,3,2,0.2045195377,2.019760092,33.82783442
4,3,52,4,2,0.2061036795,2.045334601,30.96852379
4,3,52,5,1.992386116,0.2076408796,2.067549101,28.486686
4,3,52,6,1.973889947,0.209077121,2.086798388,26.33729891
4,3,53,0,,0.2011173184,1.920111732,45
4,3,53,1,1.679764706,0.2014537785,1.956706533,40.88687001
4,3,53,2,1.975141634,0.2029098835,1.990365282,37.11664195
4,3,53,3,2,0.2044889062,2.019763577,33.8270978
4,3,53,4,2,0.2060608711,2.04533942,30.96750003
4,3,53,5,1.993051949,0.2075896674,2.067558233,28.48508254
4,3,53,6,1.974715396,0.2090186219,2.086812425,26.33506171
4,3,54,0,,0.2011173184,1.920111732,45
4,3,54,1,1.679530688,0.2014637533,1.956705289,40.88712226
4,3,54,2,1.974621503,0.2029317941,1.990361795,37.11728072
4,3,54,3,2,0.2045256779,2.019759392,33.82798223
4,3,54,4,2,0.2061122709,2.045333633,30.96872932
4,3,54,5,1.992251152,0.2076511606,2.067547262,28.48700857
4,3,54,6,1.973722782,0.2090888711,2.086795558,26.33774953
4,3,55,0,,0.2011173184,1.920111732,45
4,3,55,1,1.679978573,0.2014446381,1.956707669,40.88663944
4,3,55,2,1.975616329,0.202889815,1.990368463,37.11605833
4,3,55,3,2,0.2044552881,2.019767397,33.82628984
4,3,55,4,2,0.2060139493,2.045344702,30.96637793
4,3,55,5,1.993776992,0.2075335606,2.067568217,28.48332817
4,3,55,6,1.975613298,0.2089545673,2.086827748,26.33261726
4,3,56,0,,0.2011173184,1.920111732,45
4,3,56,1,1.680681046,0.2014147024,1.956711399,40.88588306
4,3,56,2,1.977177066,0.2028240244,1.990378903,37.11414373
4,3,56,3,2,0.2043451071,2.01977993,33.82364028
4,3,56,4,2,0.2058601622,2.045362026,30.96269887
4,3,56,5,1.996171663,0.2073495934,2.067601003,28.47757011
4,3,56,6,1.978583709,0.2087444832,2.086878107,26.32458835
4,3,57,0,,0.2011173184,1.920111732,45
4,3,57,1,1.680055926,0.2014413143,1.956708078,40.88655597
4,3,57,2,1.975788397,0.2028825197,1.990369614,37.11584676
4,3,57,3,2,0.2044430818,2.019768781,33.82599684
4,3,57,4,2,0.2059969288,2.045346616,30.96597112
4,3,57,5,1.994038611,0.2075132146,2.067571829,28.48269285
4,3,57,6,1.97593755,0.2089313505,2.086833289,26.33173265
4,3,58,0,,0.2011173184,1.920111732,45
4,3,58,1,1.679549567,0.2014629238,1.956705388,40.88710178
4,3,58,2,1.974663101,0.2029299764,1.990362075,37.11722885
4,3,58,3,2,0.2045226496,2.01975973,33.82791015
4,3,58,4,2,0.2061080635,2.045334102,30.9686292
4,3,58,5,1.992313721,0.207646143,2.067548143,28.48685302
4,3,58,6,1.973799843,0.2090831582,2.086796903,26.33753389
4,3,59,0,,0.2011173184,1.920111732,45
4,3,59,1,1.679764453,0.201453779,1.956706531,40.88687023
4,3,59,2,1.975141286,0.2029098875,1.990365279,37.11664234
4,3,59,3,2,0.2044889201,2.019763574,33.8270983
4,3,59,4,2,0.2060608993,2.045339416,30.96750079
4,3,59,5,1.993050327,0.2075897056,2.067558221,28.48508431
4,3,59,6,1.974713724,0.2090186738,2.086812405,26.33506457
4,3,60,0,,0.2011173184,1.920111732,45
4,3,60,1,1.679978428,0.2014446366,1.956707668,40.88663955
4,3,60,2,1.975616861,0.202889811,1.990368464,37.11605815
4,3,60,3,2,0.2044552741,2.019767398,33.82628951
4,3,60,4,2,0.2060139209,2.045344705,30.96637732
4,3,60,5,1.993778395,0.2075335209,2.067568227,28.48332661
4,3,60,6,1.975615581,0.2089545167,2.086827769,26.33261436
4,3,61,0,,0.2011173184,1.920111732,45
4,3,61,1,1.679978304,0.2014446383,1.956707667,40.88663967
4,3,61,2,1.975616102,0.202889818,1.99036846,37.11605867
4,3,61,3,2,0.2044552985,2.019767394,33.82629025
4,3,61,4,2,0.2060139705,2.045344699,30.96637854
4,3,61,5,1.993775588,0.2075335884,2.067568207,28.4833296
4,3,61,6,1.975612152,0.2089546061,2.086827732,26.33261945
6,1,42,0,,0.2011173184,1.920111732,45
6,1,42,1,1.909459207,0.2022379721,1.958152492,40.73302183
6,1,42,2,2,0.203797603,1.991701825,36.97626778
6,1,42,3,1.993563245,0.2053169301,2.020873103,33.71159138
6,1,42,4,1.971712977,0.2067190806,2.046171111,30.88133971
6,1,42,5,1.951548674,0.2080182548,2.068104888,28.42840548
6,1,42,6,1.933834204,0.2092310377,2.087119419,26.30291458
6,1,43,0,,0.2011173184,1.920111732,45
6,1,43,1,1.910899995,0.2022150324,1.958158214,40.73211999
6,1,43,2,2,0.2037421752,1.991707286,36.97502985
6,1,43,3,1.995658694,0.2052406454,2.020888847,33.70896193
6,1,43,4,1.97394141,0.2066234723,2.046198057,30.87723271
6,1,43,5,1.953747185,0.2079039235,2.068143006,28.42283094
6,1,43,6,1.935992681,0.2090984538,2.087168489,26.29590261
6,1,44,0,,0.2011173184,1.920111732,45
6,1,44,1,1.909957655,0.2022300383,1.958154474,40.73270959
6,1,44,2,2,0.2037784171,1.991703716,36.97583919
6,1,44,3,1.994287904,0.2052905262,2.020878555,33.71068104
6,1,44,4,1.972484031,0.2066859873,2.046180442,30.87991759
6,1,44,5,1.952309595,0.2079786767,2.068118091,28.42647491
6,1,44,6,1.934581609,0.209185135,2.087136418,26.30048579
6,1,45,0,,0.2011173184,1.920111732,45
6,1,45,1,1.91134712,0.2022079691,1.958159989,40.73184086
6,1,45,2,2,0.2037251013,1.991708978,36.97464734
6,1,45,3,1.996311853,0.2052171451,2.020893731,33.70814818
6,1,45,4,1.974636166,0.2065940108,2.046206414,30.87596109
6,1,45,5,1.954433056,0.2078686791,2.068154829,28.42110435
6,1,45,6,1.936666787,0.2090575665,2.087183712,26.29372997
6,1,46,0,,0.2011173184,1.920111732,45
6,1,46,1,1.907586736,0.2022678986,1.958145032,40.73419777
6,1,46,2,2,0.2038700393,1.991694707,36.97788344
6,1,46,3,1.990847799,0.2054166051,2.020852587,33.71502075
6,1,46,4,1.968821776,0.2068439943,2.046135981,30.88669713
6,1,46,5,1.948695327,0.2081676391,2.068055176,28.43567864
6,1,46,6,1.931032033,0.2094042945,2.087055408,26.31206493
6,1,47,0,,0.2011173184,1.920111732,45
6,1,47,1,1.911456483,0.2022061974,1.958160421,40.73177238
6,1,47,2,2,0.2037208478,1.991709391,36.97455303
6,1,47,3,1.996469495,0.2052112894,2.020894919,33.70794865
6,1,47,4,1.974803183,0.2065866781,2.046208444,30.87565015
6,1,47,5,1.954597103,0.2078599238,2.068157698,28.42068315
6,1,47,6,1.936827125,0.2090474321,2.087187399,26.29320121
6,1,48,0,,0.2011173184,1.920111732,45
6,1,48,1,1.909017695,0.2022450214,1.958150736,40.73329873
6,1,48,2,2,0.2038146498,1.991700148,36.97664812
6,1,48,3,1.992922399,0.205340389,2.020868272,33.71239881
6,1,48,4,1.971031079,0.2067484796,2.04616284,30.88260089
6,1,48,5,1.950875805,0.2080534101,2.068093186,28.43011744
6,1,48,6,1.933173628,0.2092718062,2.087104353,26.30506808
6,1,49,0,,0.2011173184,1.920111732,45
6,1,49,1,1.907920977,0.2022626336,1.95814637,40.733988
6,1,49,2,2,0.2038572317,1.991695981,36.97759604
6,1,49,3,1.99133555,0.2053989839,2.020856263,33.71440897
6,1,49,4,1.969342754,0.2068218964,2.046142281,30.88573969
6,1,49,5,1.949211044,0.2081411811,2.068064101,28.43437691
6,1,49,6,1.931540005,0.2093735639,2.087066913,26.31042489
6,1,50,0,,0.2011173184,1.920111732,45
6,1,50,1,1.907041889,0.2022766927,1.958142859,40.73454111
6,1,50,2,2,0.2038913142,1.991692632,36.97835615
6,1,50,3,1.990061947,0.2054458773,2.020846613,33.71602219
6,1,50,4,1.967985234,0.2068806651,2.046125749,30.88826069
6,1,50,5,1.947870613,0.2082114741,2.0680407,28.43780033
6,1,50,6,1.930222856,0.2094551089,2.087036772,26.31473308
6,1,51,0,,0.2011173184,1.920111732,45
6,1,51,1,1.907864171,0.2022635088,1.958146142,40.73402354
6,1,51,2,2,0.2038593721,1.991695764,36.97764451
6,1,51,3,1.991251981,0.2054019286,2.020855637,33.71451252
6,1,51,4,1.96925323,0.2068255926,2.046141208,30.88590205
6,1,51,5,1.949122177,0.2081456133,2.068062579,28.434598
6,1,51,6,1.931452142,0.2093787207,2.087064949,26.31070387
6,1,52,0,,0.2011173184,1.920111732,45
6,1,52,1,1.90835859,0.2022555911,1.958148113,40.73371273
6,1,52,2,2,0.2038402051,1.991697644,36.97721731
6,1,52,3,1.991967762,0.2053755548,2.020861055,33.71360626
6,1,52,4,1.970015463,0.2067925435,2.046150486,30.88448643
6,1,52,5,1.949874256,0.2081060931,2.068075709,28.43267634
6,1,52,6,1.932190587,0.2093328886,2.087081854,26.30828643
6,1,53,0,,0.2011173184,1.920111732,45
