kind,label,morph,gamma_min,gamma_max,tau_h,config,seed,J,terminal_phi_sen,terminal_rho_bar,terminal_varphi_bar_deg,n_violations,rmse_phi_sen,rmse_rho_bar,rmse_varphi_bar_deg,solver_success_rate
morph,morph=8h,8.0,,,,closed,45,14.60972564,0.2720579853,2.022676297,34.25956894,0,2.794383672e-05,0.003999048008,0.4501944738,1.0
morph,morph=8h,8.0,,,,open,45,14.61100051,0.2720147563,2.022633397,34.2639088,0,0,0.004025168391,0.452831444,1.0
morph,morph=8h,8.0,,,,closed,46,14.60972717,0.2720580023,2.022676171,34.25958334,0,2.786180697e-05,0.003999127831,0.4502025709,1.0
morph,morph=8h,8.0,,,,open,46,14.61099848,0.2720148908,2.022633358,34.26391474,0,0,0.004025171351,0.4528317769,1.0
morph,morph=9h,9.0,,,,closed,42,15.00555935,0.2721185199,2.014965133,35.12775585,0,6.697780848e-05,0.009736917161,1.096127698,1.0
morph,morph=9h,9.0,,,,open,42,15.00836103,0.2720147625,2.014870055,35.13728487,0,0,0.009794339021,1.10186314,1.0
morph,morph=9h,9.0,,,,closed,43,15.00555935,0.2721185191,2.014965133,35.12775589,0,6.697819902e-05,0.009736916128,1.096127581,1.0
morph,morph=9h,9.0,,,,open,43,15.00836111,0.2720147605,2.014870053,35.13728511,0,0,0.009794338804,1.101863115,1.0
morph,morph=9h,9.0,,,,closed,44,15.00556015,0.2721184916,2.014965075,35.12776212,0,6.697315068e-05,0.00973692874,1.096128959,1.0
morph,morph=9h,9.0,,,,open,44,15.00836108,0.2720147596,2.014870056,35.13728471,0,0,0.009794338846,1.10186312,1.0
morph,morph=9h,9.0,,,,closed,45,15.00555945,0.272118516,2.014965128,35.12775636,0,6.698130877e-05,0.009736915263,1.096127528,1.0
morph,morph=9h,9.0,,,,open,45,15.00836114,0.2720147563,2.014870054,35.13728492,0,0,0.009794338611,1.101863094,1.0
morph,morph=9h,9.0,,,,closed,46,15.00555954,0.2721184817,2.01496516,35.1277524,0,6.679212383e-05,0.009737013776,1.096136244,1.0
morph,morph=9h,9.0,,,,open,46,15.00835942,0.2720148908,2.014870024,35.13728977,0,0,0.009794345911,1.101863915,1.0
morph,morph=10h,10.0,,,,closed,42,15.34240657,0.272168179,2.00836119,35.87125813,0,9.88584902e-05,0.01455309878,1.638294582,1.0
morph,morph=10h,10.0,,,,open,42,15.34622252,0.2720147625,2.008230388,35.88424742,0,0,0.01463154746,1.64604909,1.0
morph,morph=10h,10.0,,,,closed,43,15.34240685,0.2721681689,2.008361181,35.87125907,0,9.885360451e-05,0.01455310281,1.638294983,1.0
morph,morph=10h,10.0,,,,open,43,15.3462226,0.2720147605,2.008230386,35.88424764,0,0,0.01463154714,1.646049054,1.0
morph,morph=10h,10.0,,,,closed,44,15.34240633,0.2721681886,2.008361197,35.87125742,0,9.88680899e-05,0.01455309184,1.638293908,1.0
morph,morph=10h,10.0,,,,open,44,15.34622257,0.2720147596,2.008230389,35.88424728,0,0,0.0146315472,1.64604906,1.0
morph,morph=10h,10.0,,,,closed,45,15.3424067,0.2721681755,2.008361185,35.87125867,0,9.886282626e-05,0.01455309682,1.638294419,1.0
morph,morph=10h,10.0,,,,open,45,15.34622262,0.2720147563,2.008230387,35.88424747,0,0,0.01463154685,1.646049021,1.0
morph,morph=10h,10.0,,,,closed,46,15.34240665,0.2721681766,2.00836119,35.87125809,0,9.871876079e-05,0.01455317644,1.638301594,1.0
morph,morph=10h,10.0,,,,open,46,15.34622119,0.2720148908,2.008230364,35.88425153,0,0,0.01463155788,1.646050261,1.0
morph,morph=11h,11.0,,,,closed,42,15.63232969,0.2722096951,2.00265323,36.51387073,0,0.000125464045,0.0186506889,2.099563452,1.0
morph,morph=11h,11.0,,,,open,42,15.63681523,0.2720147625,2.002497812,36.5291622,0,0,0.01874344592,2.108637666,1.0
morph,morph=11h,11.0,,,,closed,43,15.6323298,0.2722096915,2.002653224,36.51387132,0,0.000125464011,0.01865068913,2.099563476,1.0
morph,morph=11h,11.0,,,,open,43,15.63681531,0.2720147605,2.00249781,36.52916241,0,0,0.01874344551,2.10863762,1.0
morph,morph=11h,11.0,,,,closed,44,15.63232958,0.2722096998,2.00265324,36.51386966,0,0.0001254678851,0.01865068542,2.099563103,1.0
morph,morph=11h,11.0,,,,open,44,15.63681527,0.2720147596,2.002497813,36.52916208,0,0,0.01874344558,2.108637627,1.0
morph,morph=11h,11.0,,,,closed,45,15.63232955,0.2722097015,2.002653233,36.51387041,0,0.000125474445,0.01865068197,2.099562792,1.0
morph,morph=11h,11.0,,,,open,45,15.63681532,0.2720147563,2.002497811,36.52916226,0,0,0.01874344513,2.108637577,1.0
morph,morph=11h,11.0,,,,closed,46,15.63232953,0.2722097025,2.002653241,36.51386958,0,0.0001253295832,0.01865076165,2.099569969,1.0
morph,morph=11h,11.0,,,,open,46,15.63681415,0.2720148908,2.002497794,36.5291657,0,0,0.01874345939,2.108639181,1.0
morph,morph=12h,12.0,,,,closed,42,15.88438929,0.2722415063,1.997677512,37.07399685,0,0.0001443330019,0.02217945979,2.496750708,1.0
morph,morph=12h,12.0,,,,open,42,15.88928838,0.2720147625,1.997504612,37.09089717,0,0,0.02228043489,2.506548925,1.0
morph,morph=12h,12.0,,,,closed,43,15.8843887,0.2722415312,1.997677549,37.07399295,0,0.0001443421501,0.02217944888,2.49674957,1.0
morph,morph=12h,12.0,,,,open,43,15.88928845,0.2720147605,1.997504611,37.09089736,0,0,0.02228043441,2.506548871,1.0
morph,morph=12h,12.0,,,,closed,44,15.88439155,0.2722414206,1.997677464,37.07400123,0,0.0001442780505,0.02217950269,2.496754993,1.0
morph,morph=12h,12.0,,,,open,44,15.88928841,0.2720147596,1.997504613,37.09089707,0,0,0.02228043449,2.50654888,1.0
morph,morph=12h,12.0,,,,closed,45,15.88438877,0.2722415285,1.997677547,37.07399319,0,0.0001443451199,0.02217944771,2.496749482,1.0
morph,morph=12h,12.0,,,,open,45,15.88928845,0.2720147563,1.997504611,37.09089724,0,0,0.02228043395,2.50654882,1.0
morph,morph=12h,12.0,,,,closed,46,15.8843888,0.2722415271,1.997677545,37.07399338,0,0.0001442032656,0.02217952733,2.496756668,1.0
morph,morph=12h,12.0,,,,open,46,15.88928751,0.2720148908,1.997504598,37.09090019,0,0,0.02228045104,2.506550742,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,42,14.94618843,0.2711375123,2.016553534,34.93802446,0,0.0008696267161,0.008913570974,0.993967349,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,42,14.96680286,0.2703993609,2.015589016,35.03822855,0,0.001166448213,0.009293753212,1.032981664,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,43,14.94619034,0.2711374409,2.016553394,34.93803939,0,0.0008696391055,0.008913599862,0.993970429,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,43,14.96680294,0.2703993588,2.015589013,35.0382288,0,0.00116644823,0.009293753009,1.032981641,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,44,14.94618843,0.2711375121,2.016553539,34.9380239,0,0.0008696255875,0.008913569534,0.9939672005,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,44,14.96680291,0.270399358,2.015589017,35.03822839,0,0.001166448243,0.009293753049,1.032981646,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,45,14.94618852,0.2711375088,2.01655353,34.93802487,0,0.000869622939,0.00891356881,0.9939671523,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,45,14.96680297,0.2703993547,2.015589015,35.0382286,0,0.001166448276,0.009293752829,1.03298162,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,closed,46,14.94618834,0.2711375154,2.016553544,34.93802332,0,0.0008697649057,0.008913649473,0.9939744424,1.0
joint,lhs000,8.905123894346998,0.002711972206108383,0.0107379041346215,0.5096316507805435,open,46,14.96680123,0.2703994895,2.015588984,35.03823355,0,0.001166446834,0.009293759653,1.032982407,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,42,15.62419305,0.2707657287,2.003279689,36.42714946,0,0.001174459364,0.01860046957,2.08032791,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,42,15.65008674,0.2696785822,2.002083217,36.54952218,0,0.001619251281,0.01907043059,2.127718897,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,43,15.62419375,0.2707656978,2.003279638,36.4271548,0,0.001174464126,0.01860047891,2.080328898,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,43,15.65008681,0.2696785801,2.002083215,36.54952238,0,0.001619251301,0.01907043018,2.12771885,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,44,15.62419302,0.2707657297,2.003279689,36.42714943,0,0.00117445588,0.01860046726,2.080327694,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,44,15.65008678,0.2696785793,2.002083217,36.54952206,0,0.001619251321,0.01907043025,2.127718858,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,45,15.62419382,0.2707656949,2.003279636,36.42715502,0,0.001174460277,0.01860047786,2.080328821,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,45,15.65008683,0.269678576,2.002083215,36.54952224,0,0.001619251361,0.0190704298,2.127718806,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,closed,46,15.62419304,0.2707657289,2.003279689,36.4271494,0,0.001174601968,0.01860054671,2.080334874,1.0
joint,lhs001,11.079343411599043,0.0025637548223008634,0.011292254802802937,0.4754545951060979,open,46,15.65008567,0.2696787114,2.002083199,36.54952565,0,0.001619249501,0.01907044416,2.127720446,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,42,14.85268164,0.2730986152,2.017517429,34.85164866,0,0.0009645520894,0.007523337975,0.8559219196,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,42,14.83530063,0.2736481515,2.018349436,34.76423013,0,0.001190182491,0.007194112649,0.8218384885,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,43,14.85268239,0.2730985926,2.017517394,34.85165238,0,0.0009645443112,0.007523350457,0.8559232134,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,43,14.83530072,0.2736481496,2.018349434,34.76423038,0,0.001190182527,0.007194112487,0.8218384708,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,44,14.85268255,0.2730985883,2.017517378,34.8516541,0,0.0009645470044,0.007523352865,0.8559235188,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,44,14.83530069,0.2736481486,2.018349438,34.76422995,0,0.001190182576,0.007194112519,0.8218384751,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,closed,45,14.8526828,0.2730985826,2.017517373,34.85165459,0,0.000964547552,0.007523355506,0.8559238151,1.0
joint,lhs002,8.526469939063741,0.0023638342395908654,0.013212250936143095,0.5854659612951543,open,45,14.83530075,0.2736481455,2.018349435,34.76423017,0,0.001190182659,0.007194112344,0.8218384564,1.0
