kind,label,morph,gamma_min,alpha_gamma,tau_opt,config,seed,J,terminal_phi_sen,terminal_rho_bar,terminal_varphi_bar_deg,n_violations,rmse_phi_sen,rmse_rho_bar,rmse_varphi_bar_deg,solver_success_rate
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,45,13.38314337,0.2068627436,2.086802321,26.31194471,0,0.0009071535118,8.315559162e-05,0.0192391921,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,45,13.38320644,0.2068555728,2.086796011,26.31257391,0,0.000910674952,7.987460115e-05,0.01891328457,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,46,13.39264298,0.2071827098,2.086670531,26.33037074,0,0.0009104269381,8.334478197e-05,0.01929458938,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,46,13.39270694,0.2071754537,2.08666415,26.33100694,0,0.0009139966514,8.002244613e-05,0.01896451934,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,47,13.38286673,0.2068533884,2.086806117,26.31141242,0,0.0009070484719,8.315255827e-05,0.01923778824,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,47,13.38292984,0.2068462139,2.086799805,26.31204184,0,0.0009105728015,7.986984995e-05,0.01891168512,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,48,13.38901425,0.2070604762,2.086720815,26.32333864,0,0.0009091982708,8.327531474e-05,0.01927396188,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,48,13.38907788,0.2070532507,2.08671446,26.32397237,0,0.0009127501388,7.996783133e-05,0.01894539896,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,49,13.391799,0.2071543494,2.086682321,26.32872528,0,0.0009101483957,8.332692043e-05,0.01928966703,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,49,13.39186284,0.2071471048,2.08667595,26.32936054,0,0.0009137114432,8.001011118e-05,0.01896016145,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,50,13.39403264,0.2072295797,2.086651366,26.33305414,0,0.0009108942337,8.33699101e-05,0.0193022721,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,50,13.3940967,0.2072223138,2.086644976,26.33369118,0,0.0009144691287,8.004293506e-05,0.01897173899,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,closed,51,13.39194109,0.2071591147,2.086680317,26.32900433,0,0.0009101936096,8.333083643e-05,0.01929060481,1.0
oat,alpha_gamma:low,,,0.0039759999999999995,,open,51,13.39200497,0.207151866,2.086673943,26.32963988,0,0.000913759538,8.001220355e-05,0.01896089846,1.0
oat,alpha_gamma:high,,,0.005964,,closed,42,13.44294378,0.2098719779,2.086410475,26.38988128,0,0.0009057317181,8.291182183e-05,0.01919461037,1.0
oat,alpha_gamma:high,,,0.005964,,open,42,13.44292843,0.2098826817,2.086416372,26.38933833,0,0.00091100115,7.981655455e-05,0.01890913957,1.0
oat,alpha_gamma:high,,,0.005964,,closed,43,13.43920514,0.2097467391,2.086461121,26.38277465,0,0.000904474383,8.284312351e-05,0.019173773,1.0
oat,alpha_gamma:high,,,0.005964,,open,43,13.43918982,0.2097574067,2.086467,26.38223332,0,0.0009097219827,7.975926813e-05,0.01888936836,1.0
oat,alpha_gamma:high,,,0.005964,,closed,44,13.44164944,0.2098286313,2.086428018,26.38742003,0,0.0009052991471,8.288861396e-05,0.01918749033,1.0
